date,product_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,safety_stock,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,lost_sales_qty,demand_forecast,days_of_cover
2023-01-01,PRD_0007,WH_1,SUP_001,North,0,608,5,20,26,0,25.65,48.49,0,0,0,0.0,182.3
2023-01-01,PRD_0007,WH_2,SUP_001,South,0,496,5,20,20,0,25.65,48.49,0,0,0,0.0,200.1
2023-01-01,PRD_0007,WH_3,SUP_001,East,0,357,5,20,18,0,25.65,48.49,0,0,0,0.0,150.4
2023-01-01,PRD_0007,WH_4,SUP_001,West,0,362,5,20,17,0,25.65,48.49,0,0,0,0.0,153.7
2023-01-01,PRD_0007,WH_5,SUP_001,North,0,485,5,20,11,0,25.65,48.49,0,0,0,0.0,324.4
2023-01-01,PRD_0008,WH_1,SUP_004,North,0,430,7,20,2,0,30.44,63.22,0,0,0,0.0,1964.6
2023-01-01,PRD_0008,WH_2,SUP_004,South,0,640,7,20,2,0,30.44,63.22,0,0,0,0.0,2961.0
2023-01-01,PRD_0008,WH_3,SUP_004,East,0,361,7,20,1,0,30.44,63.22,0,0,0,0.0,1926.2
2023-01-01,PRD_0008,WH_4,SUP_004,West,0,263,7,20,1,0,30.44,63.22,0,0,0,0.0,1961.8
2023-01-01,PRD_0008,WH_5,SUP_004,North,0,284,7,20,1,0,30.44,63.22,0,0,0,0.0,2965.8
2023-01-01,PRD_0009,WH_1,SUP_003,North,1,546,10,20,9,0,18.68,25.76,0,0,0,1.0,433.4
2023-01-01,PRD_0009,WH_2,SUP_003,South,0,438,10,20,8,0,18.68,25.76,0,0,0,0.0,408.4
2023-01-01,PRD_0009,WH_3,SUP_003,East,0,352,10,20,7,0,18.68,25.76,0,0,0,0.0,366.0
2023-01-01,PRD_0009,WH_4,SUP_003,West,0,506,10,20,6,0,18.68,25.76,0,0,0,0.0,569.1
2023-01-01,PRD_0009,WH_5,SUP_003,North,0,691,10,20,4,0,18.68,25.76,0,0,0,0.0,1100.5
2023-01-01,PRD_0010,WH_1,SUP_007,North,0,317,22,20,3,0,15.53,21.83,0,0,0,0.0,704.3
2023-01-01,PRD_0010,WH_2,SUP_007,South,0,510,22,20,2,0,15.53,21.83,0,0,0,0.0,1586.4
2023-01-01,PRD_0010,WH_3,SUP_007,East,0,545,22,20,2,0,15.53,21.83,0,0,0,0.0,1770.6
2023-01-01,PRD_0010,WH_4,SUP_007,West,0,257,22,20,2,0,15.53,21.83,0,0,0,0.0,865.7
2023-01-01,PRD_0010,WH_5,SUP_007,North,0,371,22,20,1,0,15.53,21.83,0,0,0,0.0,2023.9
2023-01-01,PRD_0011,WH_1,SUP_008,North,0,464,14,20,5,0,30.07,62.99,0,0,0,0.0,708.1
2023-01-01,PRD_0011,WH_2,SUP_008,South,0,696,14,20,4,0,30.07,62.99,0,0,0,0.0,1284.8
2023-01-01,PRD_0011,WH_3,SUP_008,East,0,332,14,20,3,0,30.07,62.99,0,0,0,0.0,670.4
2023-01-01,PRD_0011,WH_4,SUP_008,West,0,598,14,20,3,0,30.07,62.99,0,0,0,0.0,1324.7
2023-01-01,PRD_0011,WH_5,SUP_008,North,0,283,14,20,2,0,30.07,62.99,0,0,0,0.0,1083.1
2023-01-01,PRD_0012,WH_1,SUP_002,North,0,591,25,26,7,0,6.02,8.64,0,0,0,0.0,598.4
2023-01-01,PRD_0012,WH_2,SUP_002,South,0,403,25,20,5,0,6.02,8.64,0,0,0,0.0,530.8
2023-01-01,PRD_0012,WH_3,SUP_002,East,0,627,25,20,5,0,6.02,8.64,0,0,0,0.0,881.4
2023-01-01,PRD_0012,WH_4,SUP_002,West,0,325,25,20,4,0,6.02,8.64,0,0,0,0.0,556.4
2023-01-01,PRD_0012,WH_5,SUP_002,North,0,484,25,20,3,0,6.02,8.64,0,0,0,0.0,1160.0
2023-01-01,PRD_0013,WH_1,SUP_004,North,0,570,7,86,82,0,27.55,41.18,0,0,0,0.0,53.0
2023-01-01,PRD_0013,WH_2,SUP_004,South,0,407,7,67,64,0,27.55,41.18,0,0,0,0.0,48.3
2023-01-01,PRD_0013,WH_3,SUP_004,East,0,608,7,60,58,0,27.55,41.18,0,0,0,0.0,82.0
2023-01-01,PRD_0013,WH_4,SUP_004,West,0,607,7,55,52,0,27.55,41.18,0,0,0,0.0,95.9
2023-01-01,PRD_0013,WH_5,SUP_004,North,1,317,7,35,33,0,27.55,41.18,0,0,0,1.0,73.6
2023-01-01,PRD_0014,WH_1,SUP_003,North,0,308,10,20,1,0,33.36,56.5,0,0,0,0.0,1892.0
2023-01-01,PRD_0014,WH_2,SUP_003,South,0,545,10,20,1,0,33.36,56.5,0,0,0,0.0,3589.1
2023-01-01,PRD_0014,WH_3,SUP_003,East,0,690,10,20,1,0,33.36,56.5,0,0,0,0.0,4627.4
2023-01-01,PRD_0014,WH_4,SUP_003,West,0,312,10,20,1,0,33.36,56.5,0,0,0,0.0,3041.0
2023-01-01,PRD_0014,WH_5,SUP_003,North,0,516,10,20,0,0,33.36,56.5,0,0,0,0.0,8382.1
2023-01-01,PRD_0015,WH_1,SUP_007,North,0,326,22,95,29,0,36.49,58.48,0,0,0,0.0,93.8
2023-01-01,PRD_0015,WH_2,SUP_007,South,0,360,22,74,22,0,36.49,58.48,0,0,0,0.0,132.0
2023-01-01,PRD_0015,WH_3,SUP_007,East,0,318,22,69,21,0,36.49,58.48,0,0,0,0.0,124.5
2023-01-01,PRD_0015,WH_4,SUP_007,West,0,569,22,59,18,0,36.49,58.48,0,0,0,0.0,229.4
2023-01-01,PRD_0015,WH_5,SUP_007,North,0,371,22,37,11,0,36.49,58.48,0,0,0,0.0,231.4
2023-01-01,PRD_0016,WH_1,SUP_004,North,0,333,7,20,3,0,17.25,24.87,0,0,0,0.0,758.3
2023-01-01,PRD_0016,WH_2,SUP_004,South,0,565,7,20,2,0,17.25,24.87,0,0,0,0.0,1678.9
2023-01-01,PRD_0016,WH_3,SUP_004,East,0,332,7,20,2,0,17.25,24.87,0,0,0,0.0,1155.7
2023-01-01,PRD_0016,WH_4,SUP_004,West,0,633,7,20,2,0,17.25,24.87,0,0,0,0.0,2385.2
2023-01-01,PRD_0016,WH_5,SUP_004,North,0,580,7,20,1,0,17.25,24.87,0,0,0,0.0,3338.4
2023-01-01,PRD_0017,WH_1,SUP_005,North,0,286,20,20,3,0,18.77,35.67,0,0,0,0.0,713.5
2023-01-01,PRD_0017,WH_2,SUP_005,South,0,691,20,20,2,0,18.77,35.67,0,0,0,0.0,2525.6
2023-01-01,PRD_0017,WH_3,SUP_005,East,0,331,20,20,2,0,18.77,35.67,0,0,0,0.0,1099.8
2023-01-01,PRD_0017,WH_4,SUP_005,West,0,451,20,20,2,0,18.77,35.67,0,0,0,0.0,2073.5
2023-01-01,PRD_0017,WH_5,SUP_005,North,0,533,20,20,1,0,18.77,35.67,0,0,0,0.0,3574.5
2023-01-01,PRD_0018,WH_1,SUP_006,North,0,445,18,41,15,0,24.44,47.56,0,0,0,0.0,230.7
2023-01-01,PRD_0018,WH_2,SUP_006,South,0,544,18,32,12,0,24.44,47.56,0,0,0,0.0,334.5
2023-01-01,PRD_0018,WH_3,SUP_006,East,0,467,18,31,11,0,24.44,47.56,0,0,0,0.0,305.3
2023-01-01,PRD_0018,WH_4,SUP_006,West,0,529,18,26,10,0,24.44,47.56,0,0,0,0.0,396.2
2023-01-01,PRD_0018,WH_5,SUP_006,North,0,316,18,20,6,0,24.44,47.56,0,0,0,0.0,379.3
2023-01-01,PRD_0019,WH_1,SUP_002,North,0,257,25,20,5,0,23.71,32.95,0,0,0,0.0,406.6
2023-01-01,PRD_0019,WH_2,SUP_002,South,0,433,25,20,4,0,23.71,32.95,0,0,0,0.0,739.5
2023-01-01,PRD_0019,WH_3,SUP_002,East,0,270,25,20,4,0,23.71,32.95,0,0,0,0.0,497.2
2023-01-01,PRD_0019,WH_4,SUP_002,West,0,638,25,20,3,0,23.71,32.95,0,0,0,0.0,1351.8
2023-01-01,PRD_0019,WH_5,SUP_002,North,0,322,25,20,2,0,23.71,32.95,0,0,0,0.0,1171.1
2023-01-01,PRD_0020,WH_1,SUP_001,North,0,668,5,20,6,0,31.44,47.54,0,0,0,0.0,764.2
2023-01-01,PRD_0020,WH_2,SUP_001,South,0,499,5,20,4,0,31.44,47.54,0,0,0,0.0,812.4
2023-01-01,PRD_0020,WH_3,SUP_001,East,0,614,5,20,4,0,31.44,47.54,0,0,0,0.0,1168.8
2023-01-01,PRD_0020,WH_4,SUP_001,West,0,426,5,20,3,0,31.44,47.54,0,0,0,0.0,877.2
2023-01-01,PRD_0020,WH_5,SUP_001,North,0,666,5,20,2,0,31.44,47.54,0,0,0,0.0,2028.5
2023-01-01,PRD_0021,WH_1,SUP_002,North,0,457,25,126,34,0,31.59,43.33,0,0,0,0.0,105.2
2023-01-01,PRD_0021,WH_2,SUP_002,South,0,455,25,97,26,0,31.59,43.33,0,0,0,0.0,147.4
2023-01-01,PRD_0021,WH_3,SUP_002,East,0,683,25,87,23,0,31.59,43.33,0,0,0,0.0,239.8
2023-01-01,PRD_0021,WH_4,SUP_002,West,0,510,25,79,21,0,31.59,43.33,0,0,0,0.0,187.2
2023-01-01,PRD_0021,WH_5,SUP_002,North,0,697,25,54,14,0,31.59,43.33,0,0,0,0.0,349.0
2023-01-01,PRD_0022,WH_1,SUP_001,North,0,508,5,20,10,0,26.9,48.86,0,0,0,0.0,372.5
2023-01-01,PRD_0022,WH_2,SUP_001,South,0,399,5,20,7,0,26.9,48.86,0,0,0,0.0,379.3
2023-01-01,PRD_0022,WH_3,SUP_001,East,0,609,5,20,7,0,26.9,48.86,0,0,0,0.0,600.8
2023-01-01,PRD_0022,WH_4,SUP_001,West,0,570,5,20,6,0,26.9,48.86,0,0,0,0.0,660.3
2023-01-01,PRD_0022,WH_5,SUP_001,North,0,318,5,20,4,0,26.9,48.86,0,0,0,0.0,556.1
2023-01-01,PRD_0023,WH_1,SUP_007,North,0,526,22,20,4,0,17.01,28.32,0,0,0,0.0,949.4
2023-01-01,PRD_0023,WH_2,SUP_007,South,0,624,22,20,3,0,17.01,28.32,0,0,0,0.0,1443.5
2023-01-01,PRD_0023,WH_3,SUP_007,East,0,574,22,20,3,0,17.01,28.32,0,0,0,0.0,1408.0
2023-01-01,PRD_0023,WH_4,SUP_007,West,0,570,22,20,3,0,17.01,28.32,0,0,0,0.0,1554.7
2023-01-01,PRD_0023,WH_5,SUP_007,North,0,666,22,20,2,0,17.01,28.32,0,0,0,0.0,2847.1
2023-01-01,PRD_0024,WH_1,SUP_008,North,0,570,14,20,3,0,11.31,21.22,0,0,0,0.0,1197.3
2023-01-01,PRD_0024,WH_2,SUP_008,South,0,635,14,20,3,0,11.31,21.22,0,0,0,0.0,1646.0
2023-01-01,PRD_0024,WH_3,SUP_008,East,0,276,14,20,2,0,11.31,21.22,0,0,0,0.0,862.2
2023-01-01,PRD_0024,WH_4,SUP_008,West,0,277,14,20,2,0,11.31,21.22,0,0,0,0.0,800.3
2023-01-01,PRD_0024,WH_5,SUP_008,North,0,256,14,20,1,0,11.31,21.22,0,0,0,0.0,1199.6
2023-01-01,PRD_0025,WH_1,SUP_008,North,0,313,14,20,1,0,34.67,70.75,0,0,0,0.0,2138.3
2023-01-01,PRD_0025,WH_2,SUP_008,South,0,663,14,20,1,0,34.67,70.75,0,0,0,0.0,7692.9
2023-01-01,PRD_0025,WH_3,SUP_008,East,0,296,14,20,1,0,34.67,70.75,0,0,0,0.0,2774.1
2023-01-01,PRD_0025,WH_4,SUP_008,West,0,338,14,20,1,0,34.67,70.75,0,0,0,0.0,4661.8
2023-01-01,PRD_0025,WH_5,SUP_008,North,0,681,14,20,0,0,34.67,70.75,0,0,0,0.0,13828.1
2023-01-01,PRD_0026,WH_1,SUP_002,North,0,684,25,20,2,0,6.68,12.54,0,0,0,0.0,2262.5
2023-01-01,PRD_0026,WH_2,SUP_002,South,0,591,25,20,2,0,6.68,12.54,0,0,0,0.0,2683.4
2023-01-01,PRD_0026,WH_3,SUP_002,East,0,342,25,20,1,0,6.68,12.54,0,0,0,0.0,1700.7
2023-01-01,PRD_0026,WH_4,SUP_002,West,0,251,25,20,1,0,6.68,12.54,0,0,0,0.0,1231.4
2023-01-01,PRD_0026,WH_5,SUP_002,North,0,621,25,20,1,0,6.68,12.54,0,0,0,0.0,4934.2
2023-01-01,PRD_0027,WH_1,SUP_006,North,0,471,18,20,3,0,19.27,43.46,0,0,0,0.0,1069.3
2023-01-01,PRD_0027,WH_2,SUP_006,South,0,255,18,20,2,0,19.27,43.46,0,0,0,0.0,875.1
2023-01-01,PRD_0027,WH_3,SUP_006,East,0,522,18,20,2,0,19.27,43.46,0,0,0,0.0,1659.1
2023-01-01,PRD_0027,WH_4,SUP_006,West,0,374,18,20,2,0,19.27,43.46,0,0,0,0.0,1562.3
2023-01-01,PRD_0027,WH_5,SUP_006,North,0,407,18,20,1,0,19.27,43.46,0,0,0,0.0,2288.6
2023-01-01,PRD_0028,WH_1,SUP_008,North,0,652,14,24,12,0,12.41,17.28,0,0,0,0.0,503.3
2023-01-01,PRD_0028,WH_2,SUP_008,South,0,258,14,20,10,0,12.41,17.28,0,0,0,0.0,250.8
2023-01-01,PRD_0028,WH_3,SUP_008,East,0,447,14,20,9,0,12.41,17.28,0,0,0,0.0,418.4
2023-01-01,PRD_0028,WH_4,SUP_008,West,0,577,14,20,8,0,12.41,17.28,0,0,0,0.0,561.6
2023-01-01,PRD_0028,WH_5,SUP_008,North,0,585,14,20,5,0,12.41,17.28,0,0,0,0.0,814.5
2023-01-01,PRD_0029,WH_1,SUP_002,North,0,343,25,20,3,0,38.69,84.97,0,0,0,0.0,873.6
2023-01-01,PRD_0029,WH_2,SUP_002,South,0,519,25,20,2,0,38.69,84.97,0,0,0,0.0,1772.8
2023-01-01,PRD_0029,WH_3,SUP_002,East,0,480,25,20,2,0,38.69,84.97,0,0,0,0.0,1728.5
2023-01-01,PRD_0029,WH_4,SUP_002,West,0,601,25,20,2,0,38.69,84.97,0,0,0,0.0,2646.6
2023-01-01,PRD_0029,WH_5,SUP_002,North,0,461,25,20,1,0,38.69,84.97,0,0,0,0.0,3209.4
2023-01-01,PRD_0030,WH_1,SUP_007,North,0,418,22,38,12,0,34.77,59.28,0,0,0,0.0,369.5
2023-01-01,PRD_0030,WH_2,SUP_007,South,0,352,22,28,8,0,34.77,59.28,0,0,0,0.0,359.4
2023-01-01,PRD_0030,WH_3,SUP_007,East,0,351,22,26,8,0,34.77,59.28,0,0,0,0.0,423.4
2023-01-01,PRD_0030,WH_4,SUP_007,West,0,490,22,24,7,0,34.77,59.28,0,0,0,0.0,587.2
2023-01-01,PRD_0030,WH_5,SUP_007,North,0,607,22,20,4,0,34.77,59.28,0,0,0,0.0,960.4
2023-01-01,PRD_0031,WH_1,SUP_001,North,0,605,5,20,2,0,47.16,74.46,0,0,0,0.0,2377.7
2023-01-01,PRD_0031,WH_2,SUP_001,South,0,661,5,20,1,0,47.16,74.46,0,0,0,0.0,3137.6
2023-01-01,PRD_0031,WH_3,SUP_001,East,0,533,5,20,1,0,47.16,74.46,0,0,0,0.0,3193.6
2023-01-01,PRD_0031,WH_4,SUP_001,West,0,602,5,20,1,0,47.16,74.46,0,0,0,0.0,3465.1
2023-01-01,PRD_0031,WH_5,SUP_001,North,0,566,5,20,1,0,47.16,74.46,0,0,0,0.0,4755.7
2023-01-01,PRD_0032,WH_1,SUP_002,North,0,499,25,20,0,0,31.97,69.72,0,0,0,0.0,0.0
2023-01-01,PRD_0032,WH_2,SUP_002,South,0,464,25,20,0,0,31.97,69.72,0,0,0,0.0,0.0
2023-01-01,PRD_0032,WH_3,SUP_002,East,0,576,25,20,0,0,31.97,69.72,0,0,0,0.0,0.0
2023-01-01,PRD_0032,WH_4,SUP_002,West,0,570,25,20,0,0,31.97,69.72,0,0,0,0.0,0.0
2023-01-01,PRD_0032,WH_5,SUP_002,North,0,255,25,20,0,0,31.97,69.72,0,0,0,0.0,0.0
2023-01-01,PRD_0033,WH_1,SUP_008,North,0,262,14,20,3,0,27.53,40.93,0,0,0,0.0,676.8
2023-01-01,PRD_0033,WH_2,SUP_008,South,0,342,14,20,2,0,27.53,40.93,0,0,0,0.0,1087.0
2023-01-01,PRD_0033,WH_3,SUP_008,East,0,285,14,20,2,0,27.53,40.93,0,0,0,0.0,1232.8
2023-01-01,PRD_0033,WH_4,SUP_008,West,0,496,14,20,2,0,27.53,40.93,0,0,0,0.0,2083.8
2023-01-01,PRD_0033,WH_5,SUP_008,North,0,400,14,20,1,0,27.53,40.93,0,0,0,0.0,2520.7
2023-01-01,PRD_0034,WH_1,SUP_006,North,0,373,18,20,3,0,10.48,19.19,0,0,0,0.0,943.5
2023-01-01,PRD_0034,WH_2,SUP_006,South,0,640,18,20,2,0,10.48,19.19,0,0,0,0.0,2079.3
2023-01-01,PRD_0034,WH_3,SUP_006,East,0,306,18,20,2,0,10.48,19.19,0,0,0,0.0,1177.3
2023-01-01,PRD_0034,WH_4,SUP_006,West,0,563,18,20,2,0,10.48,19.19,0,0,0,0.0,2177.5
2023-01-01,PRD_0034,WH_5,SUP_006,North,0,507,18,20,1,0,10.48,19.19,0,0,0,0.0,3860.6
2023-01-01,PRD_0035,WH_1,SUP_001,North,0,635,5,20,1,0,41.19,83.6,0,0,0,0.0,6107.7
2023-01-01,PRD_0035,WH_2,SUP_001,South,0,251,5,20,1,0,41.19,83.6,0,0,0,0.0,2822.8
2023-01-01,PRD_0035,WH_3,SUP_001,East,0,688,5,20,0,0,41.19,83.6,0,0,0,0.0,13592.6
2023-01-01,PRD_0035,WH_4,SUP_001,West,0,554,5,20,0,0,41.19,83.6,0,0,0,0.0,11249.3
2023-01-01,PRD_0035,WH_5,SUP_001,North,0,578,5,20,0,0,41.19,83.6,0,0,0,0.0,15089.9
2023-01-01,PRD_0036,WH_1,SUP_008,North,0,363,14,20,2,0,22.89,37.45,0,0,0,0.0,1294.4
2023-01-01,PRD_0036,WH_2,SUP_008,South,0,479,14,20,1,0,22.89,37.45,0,0,0,0.0,2273.7
2023-01-01,PRD_0036,WH_3,SUP_008,East,0,561,14,20,1,0,22.89,37.45,0,0,0,0.0,3037.7
2023-01-01,PRD_0036,WH_4,SUP_008,West,0,690,14,20,1,0,22.89,37.45,0,0,0,0.0,3681.7
2023-01-01,PRD_0036,WH_5,SUP_008,North,0,483,14,20,1,0,22.89,37.45,0,0,0,0.0,3427.9
2023-01-01,PRD_0037,WH_1,SUP_004,North,0,692,7,20,0,0,17.89,39.87,0,0,0,0.0,13671.7
2023-01-01,PRD_0037,WH_2,SUP_004,South,0,489,7,20,0,0,17.89,39.87,0,0,0,0.0,10513.5
2023-01-01,PRD_0037,WH_3,SUP_004,East,0,538,7,20,0,0,17.89,39.87,0,0,0,0.0,10629.1
2023-01-01,PRD_0037,WH_4,SUP_004,West,0,443,7,20,0,0,17.89,39.87,0,0,0,0.0,10794.4
2023-01-01,PRD_0037,WH_5,SUP_004,North,0,689,7,20,0,0,17.89,39.87,0,0,0,0.0,25183.0
2023-01-01,PRD_0038,WH_1,SUP_001,North,0,285,5,20,0,0,11.32,19.79,0,0,0,0.0,5952.4
2023-01-01,PRD_0038,WH_2,SUP_001,South,0,357,5,20,0,0,11.32,19.79,0,0,0,0.0,7675.5
2023-01-01,PRD_0038,WH_3,SUP_001,East,0,320,5,20,0,0,11.32,19.79,0,0,0,0.0,8996.9
2023-01-01,PRD_0038,WH_4,SUP_001,West,0,298,5,20,0,0,11.32,19.79,0,0,0,0.0,9901.7
2023-01-01,PRD_0038,WH_5,SUP_001,North,0,387,5,20,0,0,11.32,19.79,0,0,0,0.0,25717.9
2023-01-01,PRD_0039,WH_1,SUP_006,North,0,539,18,20,6,0,41.2,73.91,0,0,0,0.0,731.0
2023-01-01,PRD_0039,WH_2,SUP_006,South,0,575,18,20,5,0,41.2,73.91,0,0,0,0.0,856.1
2023-01-01,PRD_0039,WH_3,SUP_006,East,0,387,18,20,5,0,41.2,73.91,0,0,0,0.0,731.0
2023-01-01,PRD_0039,WH_4,SUP_006,West,0,287,18,20,4,0,41.2,73.91,0,0,0,0.0,711.2
2023-01-01,PRD_0039,WH_5,SUP_006,North,0,392,18,20,3,0,41.2,73.91,0,0,0,0.0,1085.4
2023-01-01,PRD_0040,WH_1,SUP_007,North,0,670,22,20,0,0,40.86,64.19,0,0,0,0.0,37674.6
2023-01-01,PRD_0040,WH_2,SUP_007,South,0,320,22,20,0,0,40.86,64.19,0,0,0,0.0,23392.0
2023-01-01,PRD_0040,WH_3,SUP_007,East,0,441,22,20,0,0,40.86,64.19,0,0,0,0.0,23026.5
2023-01-01,PRD_0040,WH_4,SUP_007,West,0,618,22,20,0,0,40.86,64.19,0,0,0,0.0,32268.4
2023-01-01,PRD_0040,WH_5,SUP_007,North,0,360,22,20,0,0,40.86,64.19,0,0,0,0.0,52632.0
2023-01-02,PRD_0001,WH_1,SUP_006,North,1,575,18,470,174,0,48.68,107.02,0,0,0,0.0,32.0
2023-01-02,PRD_0001,WH_2,SUP_006,South,0,273,16,374,138,0,48.68,107.02,0,0,0,0.0,17.1
2023-01-02,PRD_0001,WH_3,SUP_006,East,2,469,18,336,125,0,48.68,107.02,0,0,0,0.0,31.4
2023-01-02,PRD_0001,WH_4,SUP_006,West,0,421,18,297,110,0,48.68,107.02,0,0,0,0.0,35.6
2023-01-02,PRD_0001,WH_5,SUP_006,North,1,524,18,192,71,0,48.68,107.02,0,0,0,0.0,60.7
2023-01-02,PRD_0002,WH_1,SUP_001,North,0,426,5,20,3,0,11.94,23.87,0,0,0,0.0,1112.2
2023-01-02,PRD_0002,WH_2,SUP_001,South,0,323,5,20,2,0,11.94,23.87,0,0,0,0.0,1078.1
2023-01-02,PRD_0002,WH_3,SUP_001,East,0,598,5,20,2,0,11.94,23.87,0,0,0,0.0,2033.2
2023-01-02,PRD_0002,WH_4,SUP_001,West,0,604,5,20,2,0,11.94,23.87,0,0,0,0.0,2537.5
2023-01-02,PRD_0002,WH_5,SUP_001,North,0,312,5,20,1,0,11.94,23.87,0,0,0,0.0,1741.0
2023-01-02,PRD_0003,WH_1,SUP_007,North,0,624,22,20,3,0,21.67,38.92,0,0,0,0.0,1382.3
2023-01-02,PRD_0003,WH_2,SUP_007,South,0,364,22,20,2,0,21.67,38.92,0,0,0,0.0,1343.9
2023-01-02,PRD_0003,WH_3,SUP_007,East,0,596,22,20,2,0,21.67,38.92,0,0,0,0.0,2211.6
2023-01-02,PRD_0003,WH_4,SUP_007,West,0,673,22,20,2,0,21.67,38.92,0,0,0,0.0,2928.4
2023-01-02,PRD_0003,WH_5,SUP_007,North,0,492,22,20,1,0,21.67,38.92,0,0,0,0.0,3269.6
2023-01-02,PRD_0004,WH_1,SUP_002,North,0,517,25,20,3,0,35.14,62.03,0,0,0,0.0,1364.4
2023-01-02,PRD_0004,WH_2,SUP_002,South,0,483,25,20,2,0,35.14,62.03,0,0,0,0.0,1597.6
2023-01-02,PRD_0004,WH_3,SUP_002,East,0,340,25,20,2,0,35.14,62.03,0,0,0,0.0,1200.7
2023-01-02,PRD_0004,WH_4,SUP_002,West,0,426,25,20,2,0,35.14,62.03,0,0,0,0.0,1853.6
2023-01-02,PRD_0004,WH_5,SUP_002,North,0,459,25,20,1,0,35.14,62.03,0,0,0,0.0,2642.0
2023-01-02,PRD_0005,WH_1,SUP_008,North,0,541,14,20,1,0,42.45,89.76,0,0,0,0.0,3380.1
2023-01-02,PRD_0005,WH_2,SUP_008,South,0,495,14,20,1,0,42.45,89.76,0,0,0,0.0,3479.3
2023-01-02,PRD_0005,WH_3,SUP_008,East,0,336,14,20,1,0,42.45,89.76,0,0,0,0.0,2532.1
