return_id,order_id,product_id,customer_id,return_date,quantity,reason,refund_amount,condition,restocked_flag
RET_0000040,ORD_0000176,PRD_0021,CUST_00034,2024-12-16,1,Defective / damaged,43.33,Restock,1
RET_0000041,ORD_0000177,PRD_0013,CUST_00034,2024-12-31,1,Wrong size / fit,41.18,Restock,1
RET_0000042,ORD_0000180,PRD_0007,CUST_00035,2024-12-31,1,Wrong size / fit,48.49,Restock,1
RET_0000043,ORD_0000183,PRD_0001,CUST_00037,2023-07-18,1,Wrong size / fit,107.02,Restock,1
RET_0000044,ORD_0000184,PRD_0013,CUST_00037,2023-06-26,1,Defective / damaged,41.18,Restock,1
RET_0000045,ORD_0000185,PRD_0013,CUST_00037,2023-07-12,1,Wrong size / fit,41.18,Scrap,1
RET_0000046,ORD_0000195,PRD_0021,CUST_00038,2023-09-13,1,Wrong size / fit,43.33,Scrap,1
RET_0000047,ORD_0000199,PRD_0007,CUST_00038,2024-01-08,1,Wrong size / fit,48.49,Resell (open box),1
RET_0000048,ORD_0000202,PRD_0022,CUST_00038,2024-10-27,2,Changed mind,97.72,Restock,1
RET_0000049,ORD_0000203,PRD_0001,CUST_00039,2023-12-23,1,Defective / damaged,107.02,Resell (open box),1
RET_0000050,ORD_0000203,PRD_0001,CUST_00039,2023-12-23,1,Not as described,107.02,Restock,1
RET_0000051,ORD_0000206,PRD_0001,CUST_00041,2024-06-06,1,Not as described,107.02,Restock,1
RET_0000052,ORD_0000209,PRD_0007,CUST_00042,2024-11-23,1,Wrong size / fit,48.49,Resell (open box),1
RET_0000053,ORD_0000211,PRD_0015,CUST_00043,2023-04-18,1,Not as described,58.48,Restock,1
RET_0000054,ORD_0000222,PRD_0001,CUST_00045,2024-10-23,1,Late delivery,107.02,Restock,1
RET_0000055,ORD_0000223,PRD_0001,CUST_00046,2023-06-06,1,Not as described,107.02,Restock,1
RET_0000056,ORD_0000229,PRD_0022,CUST_00046,2024-11-28,1,Wrong size / fit,48.86,Restock,1
RET_0000057,ORD_0000231,PRD_0003,CUST_00048,2023-05-01,1,Defective / damaged,38.92,Restock,1
RET_0000058,ORD_0000236,PRD_0021,CUST_00050,2023-06-02,1,Wrong size / fit,43.33,Restock,1
RET_0000059,ORD_0000243,PRD_0001,CUST_00050,2023-11-28,1,Wrong size / fit,107.02,Restock,1
RET_0000060,ORD_0000243,PRD_0013,CUST_00050,2023-11-19,1,Not as described,41.18,Restock,1
RET_0000061,ORD_0000245,PRD_0001,CUST_00050,2024-01-09,1,Defective / damaged,107.02,Restock,1
RET_0000062,ORD_0000248,PRD_0001,CUST_00050,2024-04-15,1,Wrong size / fit,107.02,Restock,1
RET_0000063,ORD_0000249,PRD_0015,CUST_00050,2024-09-10,1,Late delivery,58.48,Restock,1
RET_0000064,ORD_0000252,PRD_0039,CUST_00050,2024-12-01,1,Changed mind,73.91,Restock,1
RET_0000065,ORD_0000254,PRD_0038,CUST_00054,2024-12-07,2,Late delivery,39.58,Restock,1
RET_0000066,ORD_0000255,PRD_0001,CUST_00055,2024-11-09,1,Wrong size / fit,107.02,Restock,1
RET_0000067,ORD_0000258,PRD_0019,CUST_00056,2024-08-16,2,Wrong size / fit,65.9,Restock,1
RET_0000068,ORD_0000262,PRD_0013,CUST_00059,2024-08-07,1,Wrong size / fit,41.18,Resell (open box),1
RET_0000069,ORD_0000265,PRD_0004,CUST_00059,2024-09-22,1,Wrong size / fit,62.03,Restock,1
RET_0000070,ORD_0000269,PRD_0013,CUST_00060,2024-06-14,1,Late delivery,41.18,Restock,1
RET_0000071,ORD_0000271,PRD_0002,CUST_00060,2024-08-17,1,Defective / damaged,23.87,Resell (open box),1
RET_0000072,ORD_0000283,PRD_0007,CUST_00065,2023-11-26,1,Defective / damaged,48.49,Restock,1
RET_0000073,ORD_0000301,PRD_0013,CUST_00067,2024-05-20,1,Wrong size / fit,41.18,Restock,1
RET_0000074,ORD_0000302,PRD_0001,CUST_00067,2024-07-28,3,Wrong size / fit,321.06,Restock,1
RET_0000075,ORD_0000306,PRD_0013,CUST_00067,2024-12-04,1,Defective / damaged,41.18,Restock,1
RET_0000076,ORD_0000335,PRD_0015,CUST_00074,2024-09-01,1,Wrong size / fit,58.48,Restock,1
RET_0000077,ORD_0000338,PRD_0024,CUST_00075,2024-05-10,1,Changed mind,21.22,Restock,1
RET_0000078,ORD_0000344,PRD_0001,CUST_00079,2024-06-26,1,Wrong size / fit,107.02,Scrap,1
RET_0000079,ORD_0000346,PRD_0018,CUST_00079,2024-07-14,2,Changed mind,95.12,Scrap,1
RET_0000080,ORD_0000346,PRD_0001,CUST_00079,2024-07-01,2,Changed mind,214.04,Restock,1
RET_0000081,ORD_0000351,PRD_0013,CUST_00082,2024-10-06,1,Not as described,41.18,Restock,1
RET_0000082,ORD_0000360,PRD_0001,CUST_00086,2023-12-19,1,Late delivery,107.02,Restock,1
RET_0000083,ORD_0000361,PRD_0001,CUST_00086,2024-06-28,1,Defective / damaged,107.02,Restock,1
RET_0000084,ORD_0000362,PRD_0013,CUST_00086,2024-08-01,1,Wrong size / fit,41.18,Restock,1
RET_0000085,ORD_0000364,PRD_0013,CUST_00086,2024-11-19,1,Wrong size / fit,41.18,Restock,1
RET_0000086,ORD_0000366,PRD_0021,CUST_00088,2024-04-27,2,Wrong size / fit,86.66,Restock,1
RET_0000087,ORD_0000367,PRD_0001,CUST_00088,2024-06-06,1,Wrong size / fit,107.02,Restock,1
RET_0000088,ORD_0000373,PRD_0001,CUST_00091,2023-09-27,1,Wrong size / fit,107.02,Restock,1
RET_0000089,ORD_0000390,PRD_0001,CUST_00097,2023-08-05,1,Defective / damaged,107.02,Restock,1
RET_0000090,ORD_0000400,PRD_0013,CUST_00106,2023-06-15,1,Wrong size / fit,41.18,Restock,1
RET_0000091,ORD_0000404,PRD_0009,CUST_00107,2024-11-09,1,Late delivery,25.76,Restock,1
RET_0000092,ORD_0000407,PRD_0013,CUST_00108,2023-11-16,1,Changed mind,41.18,Resell (open box),1
RET_0000093,ORD_0000414,PRD_0034,CUST_00109,2024-10-23,1,Wrong size / fit,19.19,Resell (open box),1
RET_0000094,ORD_0000417,PRD_0013,CUST_00110,2024-11-28,1,Wrong size / fit,41.18,Restock,1
RET_0000095,ORD_0000418,PRD_0022,CUST_00110,2024-11-24,1,Not as described,48.86,Restock,1
RET_0000096,ORD_0000420,PRD_0001,CUST_00111,2024-03-22,1,Wrong size / fit,107.02,Resell (open box),1
RET_0000097,ORD_0000421,PRD_0001,CUST_00111,2024-06-12,1,Defective / damaged,107.02,Restock,1
RET_0000098,ORD_0000429,PRD_0013,CUST_00118,2023-06-18,2,Late delivery,82.36,Resell (open box),1
RET_0000099,ORD_0000430,PRD_0013,CUST_00118,2023-09-09,1,Wrong size / fit,41.18,Resell (open box),1
RET_0000100,ORD_0000431,PRD_0021,CUST_00118,2023-09-27,1,Wrong size / fit,43.33,Restock,1
RET_0000101,ORD_0000432,PRD_0013,CUST_00118,2024-01-31,1,Wrong size / fit,41.18,Restock,1
RET_0000102,ORD_0000434,PRD_0013,CUST_00118,2024-09-09,1,Changed mind,41.18,Restock,1
RET_0000103,ORD_0000435,PRD_0030,CUST_00118,2024-10-20,1,Defective / damaged,59.28,Restock,1
RET_0000104,ORD_0000436,PRD_0018,CUST_00119,2023-07-10,1,Defective / damaged,47.56,Restock,1
RET_0000105,ORD_0000437,PRD_0021,CUST_00119,2023-06-28,1,Not as described,43.33,Restock,1
RET_0000106,ORD_0000441,PRD_0001,CUST_00119,2024-01-09,2,Late delivery,214.04,Restock,1
RET_0000107,ORD_0000452,PRD_0001,CUST_00122,2024-01-10,1,Changed mind,107.02,Resell (open box),1
RET_0000108,ORD_0000453,PRD_0001,CUST_00122,2024-03-25,1,Wrong size / fit,107.02,Restock,1
RET_0000109,ORD_0000457,PRD_0001,CUST_00122,2024-11-06,1,Defective / damaged,107.02,Resell (open box),1
RET_0000110,ORD_0000458,PRD_0013,CUST_00123,2024-11-10,1,Changed mind,41.18,Restock,1
RET_0000111,ORD_0000461,PRD_0015,CUST_00124,2024-12-17,1,Defective / damaged,58.48,Resell (open box),1
RET_0000112,ORD_0000470,PRD_0016,CUST_00130,2024-01-29,2,Wrong size / fit,49.74,Restock,1
RET_0000113,ORD_0000471,PRD_0013,CUST_00130,2024-02-24,1,Not as described,41.18,Restock,1
RET_0000114,ORD_0000471,PRD_0004,CUST_00130,2024-01-20,1,Wrong size / fit,62.03,Restock,1
RET_0000115,ORD_0000479,PRD_0021,CUST_00131,2023-08-16,1,Wrong size / fit,43.33,Restock,1
RET_0000116,ORD_0000480,PRD_0021,CUST_00131,2023-09-22,1,Late delivery,43.33,Restock,1
RET_0000117,ORD_0000482,PRD_0017,CUST_00131,2024-01-02,1,Wrong size / fit,35.67,Resell (open box),1
RET_0000118,ORD_0000484,PRD_0007,CUST_00131,2024-04-01,1,Defective / damaged,48.49,Restock,1
RET_0000119,ORD_0000495,PRD_0001,CUST_00134,2024-03-27,2,Changed mind,214.04,Restock,1
RET_0000120,ORD_0000495,PRD_0021,CUST_00134,2024-03-24,2,Wrong size / fit,86.66,Resell (open box),1
RET_0000121,ORD_0000499,PRD_0004,CUST_00135,2024-03-05,1,Defective / damaged,62.03,Restock,1
RET_0000122,ORD_0000502,PRD_0022,CUST_00136,2024-09-26,1,Wrong size / fit,48.86,Restock,1
RET_0000123,ORD_0000516,PRD_0021,CUST_00143,2024-09-16,1,Late delivery,43.33,Restock,1
RET_0000124,ORD_0000528,PRD_0013,CUST_00148,2023-11-10,1,Wrong size / fit,41.18,Scrap,1
RET_0000125,ORD_0000533,PRD_0001,CUST_00148,2024-08-25,1,Late delivery,107.02,Restock,1
RET_0000126,ORD_0000534,PRD_0018,CUST_00148,2024-12-31,1,Not as described,47.56,Resell (open box),1
RET_0000127,ORD_0000537,PRD_0013,CUST_00150,2024-09-01,2,Not as described,82.36,Resell (open box),1
RET_0000128,ORD_0000537,PRD_0013,CUST_00150,2024-08-15,1,Wrong size / fit,41.18,Restock,1
RET_0000129,ORD_0000547,PRD_0001,CUST_00151,2023-11-18,1,Changed mind,107.02,Restock,1
RET_0000130,ORD_0000551,PRD_0001,CUST_00152,2024-01-30,1,Wrong size / fit,107.02,Scrap,1
RET_0000131,ORD_0000551,PRD_0012,CUST_00152,2024-02-15,1,Late delivery,8.64,Restock,1
RET_0000132,ORD_0000553,PRD_0021,CUST_00152,2024-09-19,1,Defective / damaged,43.33,Restock,1
RET_0000133,ORD_0000558,PRD_0015,CUST_00154,2024-02-25,1,Late delivery,58.48,Restock,1
RET_0000134,ORD_0000559,PRD_0013,CUST_00154,2024-03-06,1,Wrong size / fit,41.18,Restock,1
RET_0000135,ORD_0000563,PRD_0021,CUST_00154,2024-08-28,1,Wrong size / fit,43.33,Restock,1
RET_0000136,ORD_0000565,PRD_0006,CUST_00155,2024-03-28,1,Changed mind,11.18,Restock,1
RET_0000137,ORD_0000575,PRD_0013,CUST_00157,2024-08-09,1,Changed mind,41.18,Restock,1
RET_0000138,ORD_0000579,PRD_0028,CUST_00157,2024-10-01,1,Wrong size / fit,17.28,Restock,1
RET_0000139,ORD_0000581,PRD_0004,CUST_00160,2023-07-01,1,Wrong size / fit,62.03,Restock,1
RET_0000140,ORD_0000585,PRD_0013,CUST_00160,2023-12-23,1,Defective / damaged,41.18,Restock,1
RET_0000141,ORD_0000588,PRD_0013,CUST_00163,2023-12-15,1,Not as described,41.18,Restock,1
RET_0000142,ORD_0000590,PRD_0028,CUST_00167,2024-09-02,1,Defective / damaged,17.28,Restock,1
RET_0000143,ORD_0000594,PRD_0021,CUST_00169,2023-06-19,2,Wrong size / fit,86.66,Restock,1
RET_0000144,ORD_0000597,PRD_0028,CUST_00169,2024-12-03,1,Not as described,17.28,Restock,1
RET_0000145,ORD_0000598,PRD_0021,CUST_00171,2023-04-05,1,Not as described,43.33,Restock,1
RET_0000146,ORD_0000600,PRD_0001,CUST_00171,2023-04-14,1,Defective / damaged,107.02,Resell (open box),1
RET_0000147,ORD_0000600,PRD_0010,CUST_00171,2023-03-24,1,Wrong size / fit,21.83,Resell (open box),1
RET_0000148,ORD_0000604,PRD_0013,CUST_00171,2023-08-16,1,Defective / damaged,41.18,Restock,1
RET_0000149,ORD_0000605,PRD_0001,CUST_00171,2023-10-14,1,Wrong size / fit,107.02,Restock,1
RET_0000150,ORD_0000605,PRD_0018,CUST_00171,2023-10-06,1,Wrong size / fit,47.56,Restock,1
RET_0000151,ORD_0000607,PRD_0019,CUST_00171,2024-03-16,1,Defective / damaged,32.95,Restock,1
RET_0000152,ORD_0000611,PRD_0013,CUST_00171,2024-10-01,2,Defective / damaged,82.36,Restock,1
RET_0000153,ORD_0000618,PRD_0021,CUST_00172,2024-08-11,1,Wrong size / fit,43.33,Restock,1
RET_0000154,ORD_0000620,PRD_0007,CUST_00172,2024-11-20,1,Wrong size / fit,48.49,Scrap,1
RET_0000155,ORD_0000623,PRD_0001,CUST_00173,2024-01-21,1,Defective / damaged,107.02,Restock,1
RET_0000156,ORD_0000623,PRD_0013,CUST_00173,2024-01-29,1,Defective / damaged,41.18,Scrap,1
RET_0000157,ORD_0000624,PRD_0001,CUST_00173,2024-03-07,1,Wrong size / fit,107.02,Resell (open box),1
RET_0000158,ORD_0000629,PRD_0021,CUST_00175,2023-09-22,1,Wrong size / fit,43.33,Resell (open box),1
RET_0000159,ORD_0000640,PRD_0021,CUST_00179,2023-06-24,1,Wrong size / fit,43.33,Resell (open box),1
RET_0000160,ORD_0000642,PRD_0007,CUST_00179,2023-12-06,1,Defective / damaged,48.49,Restock,1
RET_0000161,ORD_0000648,PRD_0007,CUST_00185,2023-10-03,1,Defective / damaged,48.49,Restock,1
RET_0000162,ORD_0000651,PRD_0013,CUST_00185,2024-02-25,1,Defective / damaged,41.18,Restock,1
RET_0000163,ORD_0000659,PRD_0001,CUST_00191,2023-04-09,1,Wrong size / fit,107.02,Restock,1
RET_0000164,ORD_0000660,PRD_0018,CUST_00191,2023-06-21,1,Changed mind,47.56,Restock,1
RET_0000165,ORD_0000661,PRD_0001,CUST_00191,2023-12-16,2,Defective / damaged,214.04,Resell (open box),1
RET_0000166,ORD_0000667,PRD_0020,CUST_00192,2023-11-11,2,Changed mind,95.08,Scrap,1
RET_0000167,ORD_0000669,PRD_0013,CUST_00192,2023-11-24,1,Changed mind,41.18,Resell (open box),1
RET_0000168,ORD_0000671,PRD_0001,CUST_00192,2024-04-11,1,Changed mind,107.02,Restock,1
RET_0000169,ORD_0000672,PRD_0005,CUST_00192,2024-03-19,1,Late delivery,89.76,Scrap,1
RET_0000170,ORD_0000680,PRD_0021,CUST_00194,2024-03-29,1,Defective / damaged,43.33,Scrap,1
RET_0000171,ORD_0000682,PRD_0021,CUST_00194,2024-06-17,1,Changed mind,43.33,Restock,1
RET_0000172,ORD_0000684,PRD_0013,CUST_00194,2024-11-08,1,Wrong size / fit,41.18,Resell (open box),1
RET_0000173,ORD_0000690,PRD_0001,CUST_00198,2023-07-17,1,Changed mind,107.02,Restock,1
RET_0000174,ORD_0000700,PRD_0013,CUST_00198,2024-12-31,1,Defective / damaged,41.18,Restock,1
RET_0000175,ORD_0000704,PRD_0021,CUST_00201,2024-03-30,1,Defective / damaged,43.33,Restock,1
RET_0000176,ORD_0000705,PRD_0001,CUST_00201,2024-06-10,1,Wrong size / fit,107.02,Restock,1
RET_0000177,ORD_0000705,PRD_0001,CUST_00201,2024-05-26,1,Defective / damaged,107.02,Restock,1
RET_0000178,ORD_0000707,PRD_0001,CUST_00201,2024-11-04,2,Not as described,214.04,Restock,1
RET_0000179,ORD_0000709,PRD_0013,CUST_00204,2024-09-04,1,Defective / damaged,41.18,Restock,1
RET_0000180,ORD_0000710,PRD_0030,CUST_00204,2024-10-18,2,Not as described,118.56,Restock,1
RET_0000181,ORD_0000711,PRD_0013,CUST_00205,2023-04-19,1,Defective / damaged,41.18,Restock,1
RET_0000182,ORD_0000712,PRD_0021,CUST_00205,2023-08-03,2,Not as described,86.66,Restock,1
RET_0000183,ORD_0000714,PRD_0001,CUST_00205,2023-12-27,2,Wrong size / fit,214.04,Restock,1
RET_0000184,ORD_0000718,PRD_0007,CUST_00205,2024-08-15,1,Changed mind,48.49,Restock,1
RET_0000185,ORD_0000723,PRD_0022,CUST_00206,2024-08-16,1,Defective / damaged,48.86,Scrap,1
RET_0000186,ORD_0000730,PRD_0013,CUST_00207,2023-10-31,2,Wrong size / fit,82.36,Restock,1
RET_0000187,ORD_0000736,PRD_0013,CUST_00207,2024-11-16,1,Wrong size / fit,41.18,Resell (open box),1
RET_0000188,ORD_0000740,PRD_0004,CUST_00210,2024-04-26,1,Not as described,62.03,Restock,1
RET_0000189,ORD_0000743,PRD_0021,CUST_00211,2023-12-01,1,Changed mind,43.33,Resell (open box),1
RET_0000190,ORD_0000752,PRD_0013,CUST_00214,2024-08-24,1,Wrong size / fit,41.18,Restock,1
RET_0000191,ORD_0000754,PRD_0013,CUST_00215,2024-11-20,2,Changed mind,82.36,Scrap,1
RET_0000192,ORD_0000754,PRD_0021,CUST_00215,2024-11-21,1,Wrong size / fit,43.33,Restock,1
RET_0000193,ORD_0000767,PRD_0021,CUST_00218,2024-09-08,2,Changed mind,86.66,Restock,1
RET_0000194,ORD_0000778,PRD_0001,CUST_00223,2024-08-08,1,Wrong size / fit,107.02,Restock,1
RET_0000195,ORD_0000782,PRD_0001,CUST_00225,2024-04-23,1,Defective / damaged,107.02,Restock,1
RET_0000196,ORD_0000782,PRD_0001,CUST_00225,2024-05-11,1,Late delivery,107.02,Restock,1
RET_0000197,ORD_0000785,PRD_0001,CUST_00227,2024-02-04,1,Changed mind,107.02,Restock,1
RET_0000198,ORD_0000786,PRD_0027,CUST_00227,2024-10-19,1,Changed mind,43.46,Restock,1
RET_0000199,ORD_0000786,PRD_0013,CUST_00227,2024-10-02,1,Wrong size / fit,41.18,Restock,1
RET_0000200,ORD_0000789,PRD_0030,CUST_00228,2024-10-13,1,Changed mind,59.28,Restock,1
RET_0000201,ORD_0000790,PRD_0001,CUST_00229,2023-06-26,1,Changed mind,107.02,Resell (open box),1
RET_0000202,ORD_0000792,PRD_0013,CUST_00229,2023-09-27,1,Wrong size / fit,41.18,Scrap,1
RET_0000203,ORD_0000796,PRD_0027,CUST_00229,2024-08-13,1,Changed mind,43.46,Restock,1
RET_0000204,ORD_0000798,PRD_0001,CUST_00230,2023-07-01,1,Defective / damaged,107.02,Resell (open box),1
RET_0000205,ORD_0000802,PRD_0013,CUST_00230,2024-12-20,1,Defective / damaged,41.18,Restock,1
RET_0000206,ORD_0000803,PRD_0018,CUST_00231,2023-12-11,1,Not as described,47.56,Restock,1
RET_0000207,ORD_0000812,PRD_0013,CUST_00233,2024-05-29,1,Late delivery,41.18,Restock,1
RET_0000208,ORD_0000819,PRD_0001,CUST_00236,2024-01-20,1,Late delivery,107.02,Restock,1
RET_0000209,ORD_0000821,PRD_0001,CUST_00237,2024-01-04,1,Defective / damaged,107.02,Restock,1
RET_0000210,ORD_0000825,PRD_0018,CUST_00238,2024-09-19,3,Not as described,142.68,Restock,1
RET_0000211,ORD_0000827,PRD_0016,CUST_00239,2024-06-06,1,Changed mind,24.87,Resell (open box),1
RET_0000212,ORD_0000828,PRD_0021,CUST_00239,2024-08-16,1,Changed mind,43.33,Scrap,1
RET_0000213,ORD_0000835,PRD_0007,CUST_00241,2023-06-08,2,Wrong size / fit,96.98,Scrap,1
RET_0000214,ORD_0000837,PRD_0013,CUST_00241,2023-09-11,1,Wrong size / fit,41.18,Restock,1
RET_0000215,ORD_0000838,PRD_0021,CUST_00241,2023-09-27,1,Changed mind,43.33,Resell (open box),1
RET_0000216,ORD_0000852,PRD_0039,CUST_00243,2024-12-30,1,Changed mind,73.91,Resell (open box),1
RET_0000217,ORD_0000860,PRD_0021,CUST_00245,2024-07-09,1,Wrong size / fit,43.33,Restock,1
RET_0000218,ORD_0000865,PRD_0013,CUST_00247,2024-09-01,1,Wrong size / fit,41.18,Resell (open box),1
RET_0000219,ORD_0000873,PRD_0013,CUST_00251,2024-12-09,1,Wrong size / fit,41.18,Resell (open box),1
RET_0000220,ORD_0000874,PRD_0001,CUST_00252,2024-05-31,1,Wrong size / fit,107.02,Restock,1
RET_0000221,ORD_0000875,PRD_0013,CUST_00252,2024-05-27,2,Not as described,82.36,Restock,1
RET_0000222,ORD_0000879,PRD_0028,CUST_00253,2024-07-29,1,Wrong size / fit,17.28,Restock,1
RET_0000223,ORD_0000880,PRD_0001,CUST_00254,2024-07-03,1,Not as described,107.02,Scrap,1
RET_0000224,ORD_0000887,PRD_0007,CUST_00256,2024-12-06,1,Late delivery,48.49,Restock,1
RET_0000225,ORD_0000895,PRD_0021,CUST_00260,2024-04-23,1,Not as described,43.33,Restock,1
RET_0000226,ORD_0000901,PRD_0021,CUST_00263,2024-01-25,1,Wrong size / fit,43.33,Restock,1
RET_0000227,ORD_0000909,PRD_0001,CUST_00266,2024-01-02,1,Defective / damaged,107.02,Restock,1
RET_0000228,ORD_0000914,PRD_0001,CUST_00266,2024-09-04,2,Wrong size / fit,214.04,Restock,1
RET_0000229,ORD_0000918,PRD_0001,CUST_00267,2023-07-13,1,Wrong size / fit,107.02,Restock,1
RET_0000230,ORD_0000919,PRD_0018,CUST_00267,2023-06-30,1,Wrong size / fit,47.56,Resell (open box),1
RET_0000231,ORD_0000921,PRD_0001,CUST_00267,2023-07-17,1,Defective / damaged,107.02,Scrap,1
RET_0000232,ORD_0000923,PRD_0013,CUST_00267,2023-08-12,2,Defective / damaged,82.36,Restock,1
RET_0000233,ORD_0000927,PRD_0001,CUST_00267,2024-04-23,1,Wrong size / fit,107.02,Restock,1
RET_0000234,ORD_0000930,PRD_0019,CUST_00267,2024-12-07,1,Late delivery,32.95,Restock,1
RET_0000235,ORD_0000931,PRD_0001,CUST_00267,2024-12-31,1,Wrong size / fit,107.02,Restock,1
RET_0000236,ORD_0000932,PRD_0023,CUST_00269,2023-04-09,1,Wrong size / fit,28.32,Restock,1
RET_0000237,ORD_0000935,PRD_0001,CUST_00270,2023-12-11,1,Wrong size / fit,107.02,Restock,1
RET_0000238,ORD_0000951,PRD_0001,CUST_00273,2024-04-01,1,Wrong size / fit,107.02,Restock,1
RET_0000239,ORD_0000957,PRD_0001,CUST_00278,2023-12-26,1,Changed mind,107.02,Restock,1
RET_0000240,ORD_0000958,PRD_0001,CUST_00278,2024-11-09,1,Wrong size / fit,107.02,Restock,1
RET_0000241,ORD_0000962,PRD_0013,CUST_00280,2024-12-31,1,Defective / damaged,41.18,Resell (open box),1
RET_0000242,ORD_0000979,PRD_0001,CUST_00282,2024-07-30,1,Changed mind,107.02,Restock,1
RET_0000243,ORD_0000985,PRD_0009,CUST_00286,2024-05-19,1,Defective / damaged,25.76,Restock,1
RET_0000244,ORD_0000988,PRD_0007,CUST_00286,2024-09-14,2,Wrong size / fit,96.98,Restock,1
RET_0000245,ORD_0000990,PRD_0009,CUST_00286,2024-11-11,1,Wrong size / fit,25.76,Restock,1
RET_0000246,ORD_0000997,PRD_0021,CUST_00289,2023-12-31,1,Wrong size / fit,43.33,Restock,1
RET_0000247,ORD_0001003,PRD_0001,CUST_00291,2023-02-18,1,Changed mind,107.02,Restock,1
