order_id,product_id,quantity,unit_price,discount_pct,line_total,warehouse_id,promo_id
ORD_0000027,PRD_0001,1,110.35,0.2,110.07,WH_1,PRM08
ORD_0000027,PRD_0012,1,8.91,0.2,8.89,WH_1,PRM08
ORD_0000028,PRD_0021,1,44.84,0.0,44.84,WH_1,
ORD_0000028,PRD_0001,1,110.74,0.0,110.74,WH_1,
ORD_0000029,PRD_0013,3,42.78,0.0,128.34,WH_1,
ORD_0000030,PRD_0024,3,21.66,0.0,64.98,WH_1,
ORD_0000030,PRD_0001,1,109.24,0.0,109.24,WH_3,
ORD_0000031,PRD_0024,1,21.77,0.0,21.77,WH_2,
ORD_0000031,PRD_0013,1,42.25,0.0,42.25,WH_3,
ORD_0000032,PRD_0019,1,33.84,0.0,33.84,WH_2,
ORD_0000033,PRD_0021,1,44.54,0.0,44.54,WH_1,
ORD_0000033,PRD_0001,1,110.02,0.0,110.02,WH_3,
ORD_0000034,PRD_0007,2,49.91,0.0,99.82,WH_1,
ORD_0000035,PRD_0018,2,49.05,0.2,97.85,WH_4,PRM08
ORD_0000036,PRD_0001,1,111.29,0.2,111.07,WH_1,PRM11
ORD_0000036,PRD_0030,1,61.65,0.2,61.53,WH_1,PRM11
ORD_0000037,PRD_0018,1,48.28,0.0,48.28,WH_3,
ORD_0000037,PRD_0001,1,108.64,0.0,108.64,WH_3,
ORD_0000038,PRD_0020,1,48.28,0.0,48.28,WH_3,
ORD_0000039,PRD_0013,2,41.97,0.0,83.94,WH_4,
ORD_0000040,PRD_0001,1,108.59,0.0,108.59,WH_4,
ORD_0000041,PRD_0013,1,41.91,0.3,41.78,WH_5,PRM04
ORD_0000042,PRD_0013,1,42.06,0.0,42.06,WH_1,
ORD_0000043,PRD_0013,1,42.07,0.0,42.07,WH_3,
ORD_0000044,PRD_0001,2,109.37,0.0,218.74,WH_2,
ORD_0000044,PRD_0021,2,44.28,0.0,88.56,WH_3,
ORD_0000045,PRD_0019,1,33.81,0.0,33.81,WH_2,
ORD_0000046,PRD_0001,2,109.83,0.0,219.66,WH_2,
ORD_0000047,PRD_0001,1,109.86,0.0,109.86,WH_5,
ORD_0000048,PRD_0001,3,109.92,0.0,329.76,WH_3,
ORD_0000048,PRD_0013,1,42.3,0.0,42.3,WH_3,
ORD_0000049,PRD_0028,1,17.88,0.0,17.88,WH_2,
ORD_0000050,PRD_0006,1,11.57,0.0,11.57,WH_3,
ORD_0000050,PRD_0030,2,61.35,0.0,122.7,WH_3,
ORD_0000051,PRD_0013,2,41.49,0.0,82.98,WH_3,
ORD_0000052,PRD_0001,1,107.92,0.0,107.92,WH_2,
ORD_0000053,PRD_0001,1,107.96,0.0,107.96,WH_3,
ORD_0000053,PRD_0001,2,107.96,0.0,215.92,WH_3,
ORD_0000054,PRD_0023,1,28.62,0.0,28.62,WH_3,
ORD_0000054,PRD_0013,1,41.61,0.0,41.61,WH_3,
ORD_0000054,PRD_0013,1,41.61,0.0,41.61,WH_3,
ORD_0000055,PRD_0015,1,59.14,0.2,58.99,WH_5,PRM03
ORD_0000056,PRD_0001,2,108.52,0.0,217.04,WH_4,
ORD_0000056,PRD_0019,2,33.41,0.0,66.82,WH_4,
ORD_0000056,PRD_0001,1,108.52,0.0,108.52,WH_4,
ORD_0000057,PRD_0001,1,108.5,0.0,108.5,WH_2,
ORD_0000058,PRD_0001,1,108.41,0.0,108.41,WH_5,
ORD_0000059,PRD_0001,1,108.72,0.0,108.72,WH_3,
ORD_0000059,PRD_0003,2,39.54,0.0,79.08,WH_3,
ORD_0000059,PRD_0001,3,108.72,0.0,326.16,WH_2,
ORD_0000059,PRD_0001,1,108.72,0.0,108.72,WH_3,
ORD_0000060,PRD_0001,1,108.77,0.0,108.77,WH_3,
ORD_0000060,PRD_0005,1,91.23,0.0,91.23,WH_3,
ORD_0000061,PRD_0021,2,44.25,0.0,88.5,WH_3,
ORD_0000062,PRD_0019,1,33.76,0.0,33.76,WH_3,
ORD_0000062,PRD_0001,1,109.65,0.0,109.65,WH_3,
ORD_0000063,PRD_0009,1,26.5,0.0,26.5,WH_2,
ORD_0000064,PRD_0001,1,110.1,0.0,110.1,WH_4,
ORD_0000065,PRD_0013,1,42.38,0.0,42.38,WH_3,
ORD_0000066,PRD_0013,1,42.44,0.0,42.44,WH_3,
ORD_0000067,PRD_0001,1,110.34,0.2,110.06,WH_5,PRM08
ORD_0000068,PRD_0013,1,42.67,0.0,42.67,WH_5,
ORD_0000068,PRD_0030,2,61.42,0.0,122.84,WH_5,
ORD_0000069,PRD_0001,1,107.57,0.0,107.57,WH_2,
ORD_0000069,PRD_0013,1,41.39,0.0,41.39,WH_2,
ORD_0000070,PRD_0001,1,107.61,0.2,107.39,WH_2,PRM02
ORD_0000071,PRD_0015,1,58.86,0.0,58.86,WH_2,
ORD_0000072,PRD_0001,1,107.98,0.0,107.98,WH_2,
ORD_0000073,PRD_0015,1,59.09,0.0,59.09,WH_2,
ORD_0000074,PRD_0022,1,49.49,0.0,49.49,WH_2,
ORD_0000075,PRD_0026,1,12.76,0.0,12.76,WH_1,
ORD_0000075,PRD_0013,1,41.91,0.0,41.91,WH_1,
ORD_0000076,PRD_0001,2,109.14,0.0,218.28,WH_4,
ORD_0000077,PRD_0001,2,109.55,0.0,219.1,WH_2,
ORD_0000077,PRD_0013,2,42.15,0.0,84.3,WH_2,
ORD_0000078,PRD_0022,1,50.29,0.0,50.29,WH_5,
ORD_0000078,PRD_0013,1,42.38,0.0,42.38,WH_5,
ORD_0000079,PRD_0018,1,49.04,0.2,48.92,WH_2,PRM08
ORD_0000080,PRD_0001,1,110.84,0.0,110.84,WH_2,
ORD_0000081,PRD_0001,1,110.03,0.0,110.03,WH_5,
ORD_0000081,PRD_0009,1,26.48,0.0,26.48,WH_2,
ORD_0000081,PRD_0013,1,42.34,0.0,42.34,WH_4,
ORD_0000082,PRD_0013,1,42.37,0.0,42.37,WH_5,
ORD_0000082,PRD_0022,1,50.27,0.0,50.27,WH_4,
ORD_0000083,PRD_0021,1,43.76,0.0,43.76,WH_4,
ORD_0000083,PRD_0001,2,108.08,0.0,216.16,WH_4,
ORD_0000083,PRD_0001,2,108.08,0.0,216.16,WH_3,
ORD_0000084,PRD_0004,1,62.79,0.0,62.79,WH_4,
ORD_0000085,PRD_0013,1,41.75,0.0,41.75,WH_4,
ORD_0000085,PRD_0013,1,41.75,0.0,41.75,WH_2,
ORD_0000086,PRD_0001,1,109.14,0.2,108.92,WH_4,PRM05
ORD_0000086,PRD_0001,1,109.14,0.2,108.92,WH_5,PRM05
ORD_0000087,PRD_0013,1,41.93,0.0,41.93,WH_2,
ORD_0000088,PRD_0001,2,109.03,0.0,218.06,WH_4,
ORD_0000089,PRD_0023,1,29.03,0.2,28.97,WH_2,PRM07
ORD_0000089,PRD_0001,1,109.72,0.2,109.5,WH_2,PRM07
ORD_0000089,PRD_0001,1,109.72,0.2,109.5,WH_2,PRM07
ORD_0000090,PRD_0022,1,50.13,0.0,50.13,WH_4,
ORD_0000090,PRD_0013,1,42.25,0.0,42.25,WH_1,
ORD_0000090,PRD_0001,1,109.79,0.0,109.79,WH_4,
ORD_0000091,PRD_0015,1,60.01,0.0,60.01,WH_4,
ORD_0000091,PRD_0007,2,49.76,0.0,99.52,WH_5,
ORD_0000092,PRD_0013,1,42.29,0.0,42.29,WH_5,
ORD_0000093,PRD_0001,1,110.46,0.0,110.46,WH_4,
ORD_0000093,PRD_0013,1,42.5,0.0,42.5,WH_4,
ORD_0000093,PRD_0011,1,65.01,0.0,65.01,WH_4,
ORD_0000093,PRD_0001,1,110.46,0.0,110.46,WH_4,
ORD_0000094,PRD_0001,1,110.71,0.0,110.71,WH_1,
ORD_0000095,PRD_0025,1,71.42,0.0,71.42,WH_1,
ORD_0000095,PRD_0006,2,11.29,0.0,22.58,WH_5,
ORD_0000095,PRD_0013,1,41.57,0.0,41.57,WH_5,
ORD_0000096,PRD_0013,1,41.67,0.0,41.67,WH_2,
ORD_0000096,PRD_0001,1,108.29,0.0,108.29,WH_2,
ORD_0000097,PRD_0021,1,44.11,0.0,44.11,WH_3,
ORD_0000098,PRD_0001,2,109.17,0.0,218.34,WH_2,
ORD_0000099,PRD_0001,3,109.62,0.0,328.86,WH_2,
ORD_0000100,PRD_0001,1,109.61,0.0,109.61,WH_5,
ORD_0000100,PRD_0015,1,59.89,0.0,59.89,WH_3,
ORD_0000101,PRD_0001,1,110.33,0.2,110.05,WH_2,PRM08
ORD_0000102,PRD_0013,1,41.63,0.0,41.63,WH_3,
ORD_0000102,PRD_0018,1,48.08,0.0,48.08,WH_3,
ORD_0000103,PRD_0013,1,41.68,0.0,41.68,WH_3,
ORD_0000104,PRD_0007,1,49.27,0.0,49.27,WH_5,
ORD_0000104,PRD_0001,1,108.75,0.0,108.75,WH_5,
ORD_0000105,PRD_0013,1,41.88,0.0,41.88,WH_2,
ORD_0000105,PRD_0021,1,44.07,0.0,44.07,WH_2,
ORD_0000106,PRD_0001,1,108.89,0.0,108.89,WH_5,
ORD_0000107,PRD_0001,1,109.51,0.3,109.13,WH_5,PRM12
ORD_0000108,PRD_0001,1,110.17,0.0,110.17,WH_2,
ORD_0000109,PRD_0013,1,42.49,0.0,42.49,WH_5,
ORD_0000110,PRD_0028,1,17.9,0.0,17.9,WH_3,
ORD_0000111,PRD_0036,1,38.85,0.0,38.85,WH_2,
ORD_0000112,PRD_0015,1,60.69,0.3,60.51,WH_2,PRM10
ORD_0000112,PRD_0018,2,49.36,0.3,98.42,WH_2,PRM10
ORD_0000113,PRD_0001,1,108.83,0.0,108.83,WH_3,
ORD_0000113,PRD_0001,1,108.83,0.0,108.83,WH_3,
ORD_0000114,PRD_0001,1,109.52,0.3,109.14,WH_1,PRM12
ORD_0000115,PRD_0010,2,22.05,0.0,44.1,WH_3,
ORD_0000116,PRD_0009,3,26.09,0.0,78.27,WH_3,
ORD_0000116,PRD_0009,1,26.09,0.0,26.09,WH_2,
ORD_0000116,PRD_0017,3,36.12,0.0,108.36,WH_3,
ORD_0000117,PRD_0001,1,110.48,0.0,110.48,WH_4,
ORD_0000118,PRD_0001,1,107.86,0.0,107.86,WH_1,
ORD_0000118,PRD_0021,1,43.67,0.0,43.67,WH_4,
ORD_0000119,PRD_0021,1,43.77,0.0,43.77,WH_1,
ORD_0000119,PRD_0014,1,57.08,0.0,57.08,WH_4,
ORD_0000119,PRD_0013,2,41.6,0.0,83.2,WH_1,
ORD_0000119,PRD_0020,1,48.03,0.0,48.03,WH_1,
ORD_0000120,PRD_0018,1,48.06,0.0,48.06,WH_4,
ORD_0000120,PRD_0020,1,48.03,0.0,48.03,WH_4,
ORD_0000121,PRD_0006,1,11.34,0.0,11.34,WH_3,
ORD_0000121,PRD_0013,1,41.78,0.0,41.78,WH_4,
ORD_0000122,PRD_0007,2,49.55,0.0,99.1,WH_1,
ORD_0000123,PRD_0021,1,44.32,0.0,44.32,WH_2,
ORD_0000124,PRD_0013,1,42.11,0.0,42.11,WH_4,
ORD_0000125,PRD_0013,1,42.12,0.0,42.12,WH_1,
ORD_0000125,PRD_0009,1,26.35,0.0,26.35,WH_1,
ORD_0000126,PRD_0004,1,63.62,0.2,63.49,WH_5,PRM07
ORD_0000127,PRD_0001,2,109.99,0.0,219.98,WH_4,
ORD_0000128,PRD_0030,2,61.23,0.0,122.46,WH_4,
ORD_0000128,PRD_0013,1,42.53,0.0,42.53,WH_5,
ORD_0000129,PRD_0034,2,19.86,0.0,39.72,WH_3,
ORD_0000130,PRD_0013,1,42.74,0.3,42.61,WH_1,PRM10
ORD_0000131,PRD_0028,1,17.94,0.0,17.94,WH_4,
ORD_0000132,PRD_0023,1,28.37,0.0,28.37,WH_5,
ORD_0000132,PRD_0001,1,107.21,0.0,107.21,WH_2,
ORD_0000133,PRD_0001,1,107.5,0.0,107.5,WH_4,
ORD_0000134,PRD_0001,1,108.59,0.0,108.59,WH_2,
ORD_0000134,PRD_0001,2,108.59,0.0,217.18,WH_2,
ORD_0000134,PRD_0015,1,59.34,0.0,59.34,WH_2,
ORD_0000135,PRD_0022,1,49.93,0.0,49.93,WH_3,
ORD_0000135,PRD_0013,1,42.08,0.0,42.08,WH_2,
ORD_0000136,PRD_0001,1,107.49,0.0,107.49,WH_2,
ORD_0000137,PRD_0013,1,41.57,0.0,41.57,WH_4,
ORD_0000138,PRD_0021,1,43.8,0.2,43.69,WH_1,PRM03
ORD_0000138,PRD_0021,1,43.8,0.2,43.69,WH_4,PRM03
ORD_0000138,PRD_0007,1,49.02,0.2,48.9,WH_4,PRM03
ORD_0000139,PRD_0007,1,49.1,0.0,49.1,WH_1,
ORD_0000140,PRD_0021,2,43.93,0.0,87.86,WH_4,
ORD_0000141,PRD_0012,1,8.81,0.0,8.81,WH_2,
ORD_0000142,PRD_0023,1,28.93,0.0,28.93,WH_4,
ORD_0000143,PRD_0013,1,42.65,0.0,42.65,WH_5,
ORD_0000143,PRD_0018,1,49.26,0.0,49.26,WH_5,
ORD_0000144,PRD_0018,1,48.11,0.0,48.11,WH_2,
ORD_0000144,PRD_0013,2,41.65,0.0,83.3,WH_1,
ORD_0000145,PRD_0001,1,108.37,0.0,108.37,WH_3,
ORD_0000146,PRD_0013,1,41.99,0.0,41.99,WH_3,
ORD_0000146,PRD_0001,1,109.14,0.0,109.14,WH_3,
ORD_0000147,PRD_0008,3,65.09,0.0,195.27,WH_5,
ORD_0000147,PRD_0013,1,42.4,0.0,42.4,WH_5,
ORD_0000147,PRD_0013,1,42.4,0.0,42.4,WH_5,
ORD_0000148,PRD_0013,1,41.35,0.0,41.35,WH_4,
ORD_0000149,PRD_0013,1,41.39,0.2,41.31,WH_1,PRM02
ORD_0000150,PRD_0013,1,41.52,0.0,41.52,WH_4,
ORD_0000150,PRD_0006,1,11.27,0.0,11.27,WH_4,
ORD_0000151,PRD_0013,1,41.69,0.0,41.69,WH_4,
ORD_0000152,PRD_0007,1,49.1,0.0,49.1,WH_4,
ORD_0000153,PRD_0013,1,41.95,0.0,41.95,WH_1,
ORD_0000154,PRD_0013,1,42.68,0.0,42.68,WH_4,
ORD_0000155,PRD_0009,1,26.49,0.0,26.49,WH_2,
ORD_0000155,PRD_0015,1,60.13,0.0,60.13,WH_2,
ORD_0000156,PRD_0013,1,42.55,0.1,42.49,WH_4,PRM09
ORD_0000157,PRD_0013,1,42.49,0.0,42.49,WH_2,
ORD_0000157,PRD_0001,1,110.43,0.0,110.43,WH_3,
ORD_0000158,PRD_0013,1,42.65,0.0,42.65,WH_2,
ORD_0000159,PRD_0001,1,109.11,0.0,109.11,WH_1,
ORD_0000159,PRD_0001,1,109.11,0.0,109.11,WH_1,
ORD_0000160,PRD_0001,1,109.17,0.0,109.17,WH_2,
ORD_0000161,PRD_0007,1,49.47,0.0,49.47,WH_1,
ORD_0000161,PRD_0016,1,25.37,0.0,25.37,WH_1,
ORD_0000162,PRD_0001,1,109.73,0.0,109.73,WH_4,
ORD_0000163,PRD_0021,1,44.52,0.0,44.52,WH_4,
ORD_0000164,PRD_0002,1,24.69,0.0,24.69,WH_1,
ORD_0000164,PRD_0028,1,17.87,0.0,17.87,WH_4,
ORD_0000164,PRD_0015,1,60.49,0.0,60.49,WH_1,
ORD_0000164,PRD_0015,2,60.49,0.0,120.98,WH_1,
ORD_0000165,PRD_0022,1,49.72,0.0,49.72,WH_1,
ORD_0000165,PRD_0001,1,108.9,0.0,108.9,WH_3,
ORD_0000165,PRD_0022,1,49.72,0.0,49.72,WH_3,
ORD_0000165,PRD_0009,1,26.21,0.0,26.21,WH_1,
ORD_0000166,PRD_0001,2,108.93,0.0,217.86,WH_2,
ORD_0000166,PRD_0021,1,44.1,0.0,44.1,WH_2,
ORD_0000166,PRD_0013,1,41.91,0.0,41.91,WH_5,
ORD_0000166,PRD_0015,1,59.52,0.0,59.52,WH_2,
ORD_0000167,PRD_0001,1,108.94,0.0,108.94,WH_1,
ORD_0000168,PRD_0015,2,59.6,0.2,118.96,WH_1,PRM05
ORD_0000168,PRD_0023,1,28.86,0.2,28.8,WH_1,PRM05
ORD_0000169,PRD_0001,1,109.52,0.0,109.52,WH_2,
ORD_0000170,PRD_0001,1,110.08,0.0,110.08,WH_2,
ORD_0000170,PRD_0001,2,110.08,0.0,220.16,WH_2,
ORD_0000170,PRD_0001,2,110.08,0.0,220.16,WH_3,
ORD_0000171,PRD_0011,1,64.49,0.0,64.49,WH_5,
ORD_0000172,PRD_0013,1,42.31,0.0,42.31,WH_2,
ORD_0000172,PRD_0018,1,48.86,0.0,48.86,WH_5,
ORD_0000173,PRD_0001,1,110.1,0.0,110.1,WH_1,
ORD_0000173,PRD_0001,1,110.1,0.0,110.1,WH_2,
ORD_0000174,PRD_0013,3,42.41,0.0,127.23,WH_3,
ORD_0000174,PRD_0028,3,17.79,0.0,53.37,WH_3,
ORD_0000175,PRD_0001,1,110.9,0.0,110.9,WH_3,
ORD_0000175,PRD_0001,1,110.9,0.0,110.9,WH_3,
ORD_0000176,PRD_0021,1,44.94,0.0,44.94,WH_1,
ORD_0000177,PRD_0020,1,49.38,0.0,49.38,WH_2,
ORD_0000177,PRD_0013,1,42.78,0.0,42.78,WH_2,
ORD_0000177,PRD_0030,1,61.58,0.0,61.58,WH_3,
ORD_0000177,PRD_0013,2,42.78,0.0,85.56,WH_2,
ORD_0000178,PRD_0002,2,24.82,0.0,49.64,WH_2,
ORD_0000179,PRD_0028,1,17.94,0.0,17.94,WH_1,
ORD_0000180,PRD_0007,1,50.35,0.0,50.35,WH_1,
ORD_0000181,PRD_0022,1,49.04,0.0,49.04,WH_4,
ORD_0000181,PRD_0015,1,58.69,0.0,58.69,WH_4,
ORD_0000182,PRD_0001,1,107.79,0.0,107.79,WH_2,
ORD_0000183,PRD_0001,1,107.97,0.0,107.97,WH_2,
ORD_0000183,PRD_0001,1,107.97,0.0,107.97,WH_2,
ORD_0000183,PRD_0014,1,57.0,0.0,57.0,WH_5,
ORD_0000184,PRD_0013,1,41.55,0.0,41.55,WH_4,
ORD_0000185,PRD_0013,1,41.56,0.0,41.56,WH_1,
ORD_0000186,PRD_0013,1,41.57,0.0,41.57,WH_2,
ORD_0000187,PRD_0001,1,108.37,0.0,108.37,WH_3,
ORD_0000187,PRD_0001,1,108.37,0.0,108.37,WH_2,
ORD_0000188,PRD_0001,1,108.66,0.0,108.66,WH_2,
ORD_0000189,PRD_0013,1,41.99,0.0,41.99,WH_4,
ORD_0000189,PRD_0001,2,109.14,0.0,218.28,WH_5,
ORD_0000190,PRD_0013,1,42.14,0.0,42.14,WH_3,
ORD_0000190,PRD_0015,3,59.84,0.0,179.52,WH_2,
ORD_0000191,PRD_0001,1,109.67,0.0,109.67,WH_2,
ORD_0000192,PRD_0001,3,109.93,0.0,329.79,WH_1,
ORD_0000193,PRD_0028,1,17.81,0.2,17.77,WH_4,PRM08
ORD_0000194,PRD_0001,1,110.91,0.0,110.91,WH_2,
ORD_0000195,PRD_0021,1,43.86,0.0,43.86,WH_1,
ORD_0000196,PRD_0001,1,108.44,0.0,108.44,WH_4,
ORD_0000197,PRD_0023,1,28.8,0.0,28.8,WH_4,
ORD_0000198,PRD_0019,1,33.54,0.3,33.44,WH_4,PRM04
ORD_0000199,PRD_0007,1,49.37,0.0,49.37,WH_4,
ORD_0000199,PRD_0001,1,108.96,0.0,108.96,WH_4,
ORD_0000200,PRD_0015,1,60.46,0.0,60.46,WH_3,
ORD_0000201,PRD_0028,3,17.9,0.0,53.7,WH_4,
ORD_0000202,PRD_0033,2,42.41,0.0,84.82,WH_4,
ORD_0000202,PRD_0022,3,50.62,0.0,151.86,WH_4,
ORD_0000203,PRD_0001,3,108.9,0.0,326.7,WH_1,
ORD_0000203,PRD_0001,1,108.9,0.0,108.9,WH_1,
ORD_0000204,PRD_0020,1,48.3,0.0,48.3,WH_1,
ORD_0000205,PRD_0001,1,109.14,0.0,109.14,WH_1,
ORD_0000206,PRD_0001,1,109.92,0.0,109.92,WH_1,
ORD_0000207,PRD_0031,1,77.07,0.0,77.07,WH_1,
ORD_0000208,PRD_0001,3,109.11,0.0,327.33,WH_4,
ORD_0000209,PRD_0034,1,19.87,0.0,19.87,WH_2,
ORD_0000209,PRD_0007,1,50.21,0.0,50.21,WH_2,
ORD_0000210,PRD_0008,1,65.69,0.0,65.69,WH_2,
ORD_0000211,PRD_0007,1,48.68,0.0,48.68,WH_2,
ORD_0000211,PRD_0015,1,58.71,0.0,58.71,WH_3,
ORD_0000212,PRD_0001,1,107.58,0.2,107.36,WH_3,PRM02
ORD_0000213,PRD_0001,3,107.52,0.0,322.56,WH_4,
ORD_0000214,PRD_0001,2,108.63,0.0,217.26,WH_3,
ORD_0000215,PRD_0001,1,110.15,0.0,110.15,WH_4,
ORD_0000216,PRD_0021,1,44.16,0.2,44.07,WH_4,PRM05
ORD_0000217,PRD_0013,1,42.31,0.0,42.31,WH_1,
ORD_0000218,PRD_0001,1,109.66,0.0,109.66,WH_4,
ORD_0000219,PRD_0018,1,48.74,0.0,48.74,WH_2,
ORD_0000219,PRD_0001,2,109.68,0.0,219.36,WH_2,
ORD_0000219,PRD_0022,1,50.07,0.0,50.07,WH_2,
ORD_0000220,PRD_0018,1,48.81,0.0,48.81,WH_2,
ORD_0000221,PRD_0009,1,26.52,0.0,26.52,WH_3,
ORD_0000222,PRD_0001,1,110.79,0.0,110.79,WH_2,
ORD_0000223,PRD_0001,1,107.78,0.0,107.78,WH_3,
ORD_0000223,PRD_0013,1,41.47,0.0,41.47,WH_1,
ORD_0000223,PRD_0001,1,107.78,0.0,107.78,WH_3,
ORD_0000224,PRD_0005,1,90.42,0.0,90.42,WH_4,
ORD_0000225,PRD_0022,1,49.3,0.0,49.3,WH_3,
ORD_0000226,PRD_0001,3,108.29,0.0,324.87,WH_2,
ORD_0000227,PRD_0001,1,108.67,0.0,108.67,WH_3,
ORD_0000228,PRD_0001,2,109.39,0.0,218.78,WH_3,
ORD_0000229,PRD_0022,1,50.69,0.0,50.69,WH_3,
ORD_0000229,PRD_0015,1,60.67,0.0,60.67,WH_2,
ORD_0000230,PRD_0030,1,61.51,0.3,61.33,WH_3,PRM10
ORD_0000231,PRD_0001,1,107.46,0.0,107.46,WH_4,
ORD_0000231,PRD_0001,3,107.46,0.0,322.38,WH_4,
ORD_0000231,PRD_0003,1,39.08,0.0,39.08,WH_1,
ORD_0000232,PRD_0003,1,39.37,0.0,39.37,WH_4,
ORD_0000233,PRD_0021,2,43.83,0.2,87.44,WH_4,PRM03
ORD_0000233,PRD_0001,1,108.26,0.2,107.99,WH_5,PRM03
ORD_0000234,PRD_0007,1,49.56,0.0,49.56,WH_1,
ORD_0000234,PRD_0007,1,49.56,0.0,49.56,WH_3,
ORD_0000235,PRD_0001,1,110.24,0.0,110.24,WH_1,
ORD_0000236,PRD_0021,1,43.63,0.0,43.63,WH_1,
ORD_0000237,PRD_0001,1,107.78,0.0,107.78,WH_4,
ORD_0000238,PRD_0015,1,58.95,0.0,58.95,WH_2,
ORD_0000238,PRD_0021,3,43.68,0.0,131.04,WH_2,
ORD_0000238,PRD_0007,1,48.88,0.0,48.88,WH_2,
ORD_0000239,PRD_0001,1,107.89,0.0,107.89,WH_1,
ORD_0000240,PRD_0007,1,49.23,0.0,49.23,WH_2,
ORD_0000241,PRD_0001,1,108.69,0.0,108.69,WH_3,
ORD_0000241,PRD_0015,1,59.39,0.0,59.39,WH_3,
ORD_0000241,PRD_0007,2,49.24,0.0,98.48,WH_3,
ORD_0000242,PRD_0007,3,49.3,0.0,147.9,WH_2,
ORD_0000243,PRD_0001,1,108.81,0.0,108.81,WH_4,
ORD_0000243,PRD_0013,1,41.87,0.0,41.87,WH_2,
ORD_0000243,PRD_0001,1,108.81,0.0,108.81,WH_2,
ORD_0000244,PRD_0014,1,57.51,0.3,57.34,WH_2,PRM04
ORD_0000245,PRD_0001,1,109.14,0.0,109.14,WH_2,
ORD_0000245,PRD_0013,1,41.99,0.0,41.99,WH_2,
ORD_0000245,PRD_0001,1,109.14,0.0,109.14,WH_4,
ORD_0000245,PRD_0013,1,41.99,0.0,41.99,WH_2,
ORD_0000246,PRD_0001,1,109.34,0.0,109.34,WH_2,
ORD_0000247,PRD_0009,1,26.33,0.0,26.33,WH_1,
ORD_0000247,PRD_0021,3,44.28,0.0,132.84,WH_2,
ORD_0000248,PRD_0001,1,109.72,0.2,109.5,WH_1,PRM07
ORD_0000249,PRD_0015,1,60.33,0.2,60.18,WH_2,PRM08
ORD_0000250,PRD_0001,1,110.52,0.0,110.52,WH_3,
ORD_0000250,PRD_0011,1,65.05,0.0,65.05,WH_3,
ORD_0000251,PRD_0034,1,19.91,0.0,19.91,WH_5,
ORD_0000252,PRD_0039,1,76.68,0.0,76.68,WH_3,
ORD_0000253,PRD_0001,1,111.12,0.0,111.12,WH_5,
